saving to ./results/resnet_cifar100_binary_lr_0.0001
creating model resnet_binary
created model with configuration: {'input_size': None, 'dataset': 'cifar100'}
number of parameters: 4367100
Files already downloaded and verified
Files already downloaded and verified
training regime: {0: {'optimizer': 'Adam', 'lr': 0.0001}}
/content/BinaryNet.pytorch/models/resnet_binary.py:148: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  x = self.logsoftmax(x)
TRAINING - Epoch: [0][0/196]	Time 4.014 (4.014)	Data 0.638 (0.638)	Loss 5.1435 (5.1435)	Prec@1 1.562 (1.562)	Prec@5 5.078 (5.078)
TRAINING - Epoch: [5][170/196]	Time 0.475 (0.478)	Data 0.000 (0.004)	Loss 3.8137 (3.7921)	Prec@1 12.109 (13.925)	Prec@5 35.547 (36.333)
TRAINING - Epoch: [5][180/196]	Time 0.479 (0.478)	Data 0.000 (0.004)	Loss 3.7166 (3.7894)	Prec@1 14.844 (13.974)	Prec@5 39.844 (36.451)
TRAINING - Epoch: [5][190/196]	Time 0.479 (0.477)	Data 0.000 (0.003)	Loss 3.8636 (3.7879)	Prec@1 11.719 (13.964)	Prec@5 32.031 (36.506)
EVALUATING - Epoch: [5][0/40]	Time 0.732 (0.732)	Data 0.554 (0.554)	Loss 3.7147 (3.7147)	Prec@1 16.406 (16.406)	Prec@5 38.672 (38.672)
EVALUATING - Epoch: [5][10/40]	Time 0.158 (0.228)	Data 0.000 (0.061)	Loss 3.7897 (3.7225)	Prec@1 13.281 (15.199)	Prec@5 35.547 (38.423)
EVALUATING - Epoch: [5][20/40]	Time 0.160 (0.195)	Data 0.000 (0.032)	Loss 3.7719 (3.7264)	Prec@1 16.016 (15.048)	Prec@5 37.891 (38.560)
EVALUATING - Epoch: [5][30/40]	Time 0.159 (0.183)	Data 0.000 (0.022)	Loss 3.9014 (3.7358)	Prec@1 14.062 (15.020)	Prec@5 37.109 (38.369)

 Epoch: 6	Training Loss 3.7871 	Training Prec@1 13.966 	Training Prec@5 36.518 	Validation Loss 3.7314 	Validation Prec@1 14.890 	Validation Prec@5 38.410 

TRAINING - Epoch: [6][0/196]	Time 0.915 (0.915)	Data 0.552 (0.552)	Loss 3.8450 (3.8450)	Prec@1 14.844 (14.844)	Prec@5 33.203 (33.203)
TRAINING - Epoch: [6][10/196]	Time 0.479 (0.509)	Data 0.000 (0.053)	Loss 3.7771 (3.7820)	Prec@1 16.797 (14.631)	Prec@5 39.453 (36.967)
TRAINING - Epoch: [6][20/196]	Time 0.472 (0.495)	Data 0.000 (0.028)	Loss 3.7697 (3.7853)	Prec@1 14.062 (14.156)	Prec@5 37.109 (37.165)
TRAINING - Epoch: [6][30/196]	Time 0.476 (0.490)	Data 0.000 (0.019)	Loss 3.7603 (3.7856)	Prec@1 12.891 (13.936)	Prec@5 39.844 (37.147)
TRAINING - Epoch: [6][40/196]	Time 0.481 (0.487)	Data 0.000 (0.014)	Loss 3.7216 (3.7907)	Prec@1 15.234 (13.910)	Prec@5 37.500 (36.547)
TRAINING - Epoch: [6][50/196]	Time 0.485 (0.486)	Data 0.000 (0.011)	Loss 3.8983 (3.7862)	Prec@1 11.719 (13.978)	Prec@5 30.078 (36.405)
TRAINING - Epoch: [6][60/196]	Time 0.480 (0.485)	Data 0.000 (0.010)	Loss 3.7488 (3.7823)	Prec@1 17.188 (14.197)	Prec@5 39.062 (36.482)
TRAINING - Epoch: [6][70/196]	Time 0.482 (0.484)	Data 0.000 (0.008)	Loss 3.7554 (3.7719)	Prec@1 14.453 (14.299)	Prec@5 35.938 (36.988)
TRAINING - Epoch: [6][80/196]	Time 0.479 (0.484)	Data 0.000 (0.007)	Loss 3.7538 (3.7653)	Prec@1 12.891 (14.366)	Prec@5 41.406 (37.288)
TRAINING - Epoch: [6][90/196]	Time 0.483 (0.483)	Data 0.000 (0.007)	Loss 3.6725 (3.7579)	Prec@1 13.281 (14.556)	Prec@5 39.844 (37.517)
TRAINING - Epoch: [6][100/196]	Time 0.474 (0.483)	Data 0.000 (0.006)	Loss 3.5759 (3.7546)	Prec@1 18.359 (14.585)	Prec@5 41.797 (37.562)
TRAINING - Epoch: [6][110/196]	Time 0.480 (0.483)	Data 0.000 (0.005)	Loss 3.8163 (3.7570)	Prec@1 9.375 (14.541)	Prec@5 35.547 (37.521)
TRAINING - Epoch: [6][120/196]	Time 0.481 (0.483)	Data 0.000 (0.005)	Loss 3.7431 (3.7567)	Prec@1 16.406 (14.605)	Prec@5 36.328 (37.600)
TRAINING - Epoch: [6][130/196]	Time 0.476 (0.482)	Data 0.000 (0.005)	Loss 3.8643 (3.7575)	Prec@1 14.062 (14.608)	Prec@5 33.984 (37.557)
TRAINING - Epoch: [6][140/196]	Time 0.478 (0.482)	Data 0.000 (0.004)	Loss 3.7141 (3.7572)	Prec@1 16.406 (14.589)	Prec@5 42.969 (37.544)
TRAINING - Epoch: [6][150/196]	Time 0.479 (0.482)	Data 0.000 (0.004)	Loss 3.8694 (3.7544)	Prec@1 12.891 (14.626)	Prec@5 35.938 (37.715)
TRAINING - Epoch: [6][160/196]	Time 0.481 (0.482)	Data 0.000 (0.004)	Loss 3.9077 (3.7532)	Prec@1 15.234 (14.657)	Prec@5 34.375 (37.803)
TRAINING - Epoch: [6][170/196]	Time 0.481 (0.482)	Data 0.000 (0.004)	Loss 3.6815 (3.7506)	Prec@1 17.578 (14.711)	Prec@5 39.453 (37.891)
TRAINING - Epoch: [6][180/196]	Time 0.483 (0.482)	Data 0.000 (0.003)	Loss 3.7156 (3.7464)	Prec@1 13.281 (14.814)	Prec@5 39.453 (38.014)
TRAINING - Epoch: [6][190/196]	Time 0.480 (0.482)	Data 0.000 (0.003)	Loss 3.8353 (3.7457)	Prec@1 10.938 (14.801)	Prec@5 37.109 (38.077)
EVALUATING - Epoch: [6][0/40]	Time 0.795 (0.795)	Data 0.587 (0.587)	Loss 3.6640 (3.6640)	Prec@1 17.969 (17.969)	Prec@5 37.891 (37.891)
EVALUATING - Epoch: [6][10/40]	Time 0.160 (0.226)	Data 0.000 (0.055)	Loss 3.7830 (3.6943)	Prec@1 14.062 (15.128)	Prec@5 36.328 (39.382)
EVALUATING - Epoch: [6][20/40]	Time 0.159 (0.195)	Data 0.000 (0.029)	Loss 3.6622 (3.6844)	Prec@1 15.234 (15.327)	Prec@5 41.406 (39.397)
EVALUATING - Epoch: [6][30/40]	Time 0.160 (0.183)	Data 0.000 (0.020)	Loss 3.8201 (3.6951)	Prec@1 15.234 (15.234)	Prec@5 35.547 (39.264)

 Epoch: 7	Training Loss 3.7440 	Training Prec@1 14.804 	Training Prec@5 38.090 	Validation Loss 3.6900 	Validation Prec@1 15.650 	Validation Prec@5 39.510 

TRAINING - Epoch: [7][0/196]	Time 1.133 (1.133)	Data 0.731 (0.731)	Loss 3.7918 (3.7918)	Prec@1 15.234 (15.234)	Prec@5 33.984 (33.984)
TRAINING - Epoch: [7][10/196]	Time 0.481 (0.525)	Data 0.000 (0.067)	Loss 3.7262 (3.7373)	Prec@1 16.016 (14.631)	Prec@5 40.234 (38.423)
TRAINING - Epoch: [7][20/196]	Time 0.476 (0.504)	Data 0.000 (0.035)	Loss 3.7233 (3.7335)	Prec@1 16.406 (14.732)	Prec@5 39.844 (38.839)
TRAINING - Epoch: [7][30/196]	Time 0.485 (0.497)	Data 0.000 (0.024)	Loss 3.6392 (3.7346)	Prec@1 17.578 (14.730)	Prec@5 42.578 (39.062)
TRAINING - Epoch: [7][40/196]	Time 0.483 (0.493)	Data 0.000 (0.018)	Loss 3.7016 (3.7303)	Prec@1 18.750 (14.853)	Prec@5 36.719 (38.891)
TRAINING - Epoch: [7][50/196]	Time 0.482 (0.490)	Data 0.000 (0.015)	Loss 3.8238 (3.7320)	Prec@1 13.672 (15.051)	Prec@5 34.766 (38.886)
TRAINING - Epoch: [7][60/196]	Time 0.478 (0.489)	Data 0.000 (0.012)	Loss 3.6715 (3.7222)	Prec@1 16.406 (15.241)	Prec@5 42.188 (39.101)
TRAINING - Epoch: [7][70/196]	Time 0.481 (0.488)	Data 0.000 (0.010)	Loss 3.6852 (3.7098)	Prec@1 13.281 (15.438)	Prec@5 42.969 (39.387)
TRAINING - Epoch: [7][80/196]	Time 0.484 (0.487)	Data 0.000 (0.009)	Loss 3.7093 (3.7088)	Prec@1 14.062 (15.336)	Prec@5 39.062 (39.178)
TRAINING - Epoch: [7][90/196]	Time 0.484 (0.486)	Data 0.000 (0.008)	Loss 3.6501 (3.7010)	Prec@1 16.797 (15.376)	Prec@5 38.281 (39.487)
TRAINING - Epoch: [7][100/196]	Time 0.478 (0.485)	Data 0.000 (0.007)	Loss 3.6207 (3.7008)	Prec@1 18.359 (15.381)	Prec@5 40.625 (39.496)
TRAINING - Epoch: [7][110/196]	Time 0.478 (0.485)	Data 0.000 (0.007)	Loss 3.7477 (3.7009)	Prec@1 10.547 (15.396)	Prec@5 38.672 (39.555)
TRAINING - Epoch: [7][120/196]	Time 0.478 (0.485)	Data 0.000 (0.006)	Loss 3.5798 (3.6985)	Prec@1 20.703 (15.528)	Prec@5 42.969 (39.631)
TRAINING - Epoch: [7][130/196]	Time 0.479 (0.484)	Data 0.000 (0.006)	Loss 3.6523 (3.6955)	Prec@1 16.406 (15.640)	Prec@5 42.578 (39.650)
TRAINING - Epoch: [7][140/196]	Time 0.479 (0.484)	Data 0.000 (0.005)	Loss 3.6858 (3.6933)	Prec@1 16.016 (15.633)	Prec@5 39.062 (39.727)
TRAINING - Epoch: [7][150/196]	Time 0.470 (0.484)	Data 0.000 (0.005)	Loss 3.8265 (3.6940)	Prec@1 14.062 (15.692)	Prec@5 34.375 (39.784)
TRAINING - Epoch: [7][160/196]	Time 0.484 (0.484)	Data 0.000 (0.005)	Loss 3.5386 (3.6930)	Prec@1 15.625 (15.715)	Prec@5 45.703 (39.817)
TRAINING - Epoch: [7][170/196]	Time 0.481 (0.483)	Data 0.000 (0.004)	Loss 3.6953 (3.6893)	Prec@1 14.062 (15.748)	Prec@5 39.062 (39.921)
TRAINING - Epoch: [7][180/196]	Time 0.484 (0.483)	Data 0.000 (0.004)	Loss 3.5856 (3.6883)	Prec@1 17.188 (15.729)	Prec@5 44.141 (39.958)
TRAINING - Epoch: [7][190/196]	Time 0.484 (0.483)	Data 0.000 (0.004)	Loss 3.5335 (3.6862)	Prec@1 17.188 (15.785)	Prec@5 44.922 (39.993)
EVALUATING - Epoch: [7][0/40]	Time 0.857 (0.857)	Data 0.668 (0.668)	Loss 3.5849 (3.5849)	Prec@1 15.625 (15.625)	Prec@5 41.406 (41.406)
EVALUATING - Epoch: [7][10/40]	Time 0.160 (0.227)	Data 0.000 (0.061)	Loss 3.6574 (3.6078)	Prec@1 16.797 (16.193)	Prec@5 37.891 (41.122)
EVALUATING - Epoch: [7][20/40]	Time 0.159 (0.195)	Data 0.000 (0.032)	Loss 3.6731 (3.6090)	Prec@1 16.016 (16.518)	Prec@5 39.453 (41.164)
EVALUATING - Epoch: [7][30/40]	Time 0.159 (0.184)	Data 0.000 (0.022)	Loss 3.7295 (3.6153)	Prec@1 14.844 (16.419)	Prec@5 39.453 (40.915)

 Epoch: 8	Training Loss 3.6864 	Training Prec@1 15.762 	Training Prec@5 39.956 	Validation Loss 3.6143 	Validation Prec@1 16.590 	Validation Prec@5 41.100 

TRAINING - Epoch: [8][0/196]	Time 1.089 (1.089)	Data 0.732 (0.732)	Loss 3.7902 (3.7902)	Prec@1 15.234 (15.234)	Prec@5 34.766 (34.766)
TRAINING - Epoch: [8][10/196]	Time 0.485 (0.525)	Data 0.000 (0.068)	Loss 3.8500 (3.7349)	Prec@1 11.328 (15.163)	Prec@5 34.766 (39.276)
TRAINING - Epoch: [8][20/196]	Time 0.480 (0.503)	Data 0.000 (0.036)	Loss 3.5521 (3.7024)	Prec@1 18.359 (15.774)	Prec@5 40.625 (39.528)
TRAINING - Epoch: [8][30/196]	Time 0.479 (0.496)	Data 0.000 (0.024)	Loss 3.8448 (3.6883)	Prec@1 8.984 (15.612)	Prec@5 34.766 (40.108)
TRAINING - Epoch: [8][40/196]	Time 0.477 (0.492)	Data 0.000 (0.018)	Loss 3.5477 (3.6644)	Prec@1 21.094 (16.111)	Prec@5 42.969 (40.873)
TRAINING - Epoch: [8][50/196]	Time 0.480 (0.489)	Data 0.000 (0.015)	Loss 3.5991 (3.6494)	Prec@1 21.875 (16.483)	Prec@5 43.750 (41.307)
TRAINING - Epoch: [8][60/196]	Time 0.479 (0.488)	Data 0.000 (0.012)	Loss 3.5951 (3.6448)	Prec@1 17.578 (16.733)	Prec@5 42.188 (41.534)
TRAINING - Epoch: [8][70/196]	Time 0.482 (0.487)	Data 0.000 (0.011)	Loss 3.6155 (3.6435)	Prec@1 18.750 (16.698)	Prec@5 40.234 (41.516)
TRAINING - Epoch: [8][80/196]	Time 0.477 (0.486)	Data 0.000 (0.009)	Loss 3.6272 (3.6424)	Prec@1 14.844 (16.734)	Prec@5 40.234 (41.508)
TRAINING - Epoch: [8][90/196]	Time 0.472 (0.485)	Data 0.000 (0.008)	Loss 3.4772 (3.6396)	Prec@1 19.531 (16.617)	Prec@5 44.922 (41.466)
TRAINING - Epoch: [8][100/196]	Time 0.482 (0.485)	Data 0.000 (0.008)	Loss 3.5672 (3.6411)	Prec@1 16.797 (16.491)	Prec@5 48.438 (41.410)
TRAINING - Epoch: [8][110/196]	Time 0.481 (0.485)	Data 0.000 (0.007)	Loss 3.6963 (3.6388)	Prec@1 14.844 (16.445)	Prec@5 39.453 (41.406)
TRAINING - Epoch: [8][120/196]	Time 0.480 (0.484)	Data 0.000 (0.006)	Loss 3.5946 (3.6328)	Prec@1 17.969 (16.581)	Prec@5 41.797 (41.503)
TRAINING - Epoch: [8][130/196]	Time 0.480 (0.484)	Data 0.000 (0.006)	Loss 3.6767 (3.6335)	Prec@1 16.797 (16.558)	Prec@5 42.578 (41.517)
TRAINING - Epoch: [8][140/196]	Time 0.480 (0.484)	Data 0.000 (0.006)	Loss 3.7371 (3.6345)	Prec@1 11.719 (16.473)	Prec@5 37.891 (41.525)
TRAINING - Epoch: [8][150/196]	Time 0.480 (0.483)	Data 0.000 (0.005)	Loss 3.5577 (3.6351)	Prec@1 14.844 (16.406)	Prec@5 44.922 (41.523)
TRAINING - Epoch: [8][160/196]	Time 0.483 (0.483)	Data 0.000 (0.005)	Loss 3.7042 (3.6367)	Prec@1 17.578 (16.399)	Prec@5 39.453 (41.501)
TRAINING - Epoch: [8][170/196]	Time 0.477 (0.483)	Data 0.000 (0.005)	Loss 3.5706 (3.6366)	Prec@1 17.578 (16.422)	Prec@5 41.406 (41.518)
TRAINING - Epoch: [8][180/196]	Time 0.481 (0.483)	Data 0.000 (0.004)	Loss 3.4335 (3.6343)	Prec@1 19.531 (16.447)	Prec@5 46.484 (41.579)
TRAINING - Epoch: [8][190/196]	Time 0.479 (0.482)	Data 0.000 (0.004)	Loss 3.6190 (3.6332)	Prec@1 17.578 (16.511)	Prec@5 42.578 (41.590)
EVALUATING - Epoch: [8][0/40]	Time 0.759 (0.759)	Data 0.568 (0.568)	Loss 3.5211 (3.5211)	Prec@1 19.922 (19.922)	Prec@5 41.406 (41.406)
EVALUATING - Epoch: [8][10/40]	Time 0.160 (0.222)	Data 0.000 (0.053)	Loss 3.5970 (3.5622)	Prec@1 18.750 (18.679)	Prec@5 42.188 (43.608)
EVALUATING - Epoch: [8][20/40]	Time 0.157 (0.192)	Data 0.000 (0.028)	Loss 3.5481 (3.5533)	Prec@1 18.750 (18.564)	Prec@5 41.797 (43.620)
EVALUATING - Epoch: [8][30/40]	Time 0.160 (0.181)	Data 0.000 (0.019)	Loss 3.7728 (3.5608)	Prec@1 15.234 (18.032)	Prec@5 37.891 (43.435)

 Epoch: 9	Training Loss 3.6329 	Training Prec@1 16.492 	Training Prec@5 41.580 	Validation Loss 3.5611 	Validation Prec@1 18.090 	Validation Prec@5 43.600 

TRAINING - Epoch: [9][0/196]	Time 0.935 (0.935)	Data 0.553 (0.553)	Loss 3.6663 (3.6663)	Prec@1 15.234 (15.234)	Prec@5 38.281 (38.281)
TRAINING - Epoch: [9][10/196]	Time 0.481 (0.511)	Data 0.000 (0.052)	Loss 3.6060 (3.6689)	Prec@1 16.016 (15.554)	Prec@5 40.234 (39.453)
TRAINING - Epoch: [9][20/196]	Time 0.475 (0.495)	Data 0.000 (0.027)	Loss 3.6074 (3.6275)	Prec@1 17.578 (16.443)	Prec@5 41.406 (41.760)
TRAINING - Epoch: [9][30/196]	Time 0.475 (0.490)	Data 0.000 (0.019)	Loss 3.5098 (3.6115)	Prec@1 19.141 (16.646)	Prec@5 45.703 (42.490)
TRAINING - Epoch: [9][40/196]	Time 0.483 (0.487)	Data 0.000 (0.014)	Loss 3.5536 (3.6061)	Prec@1 18.750 (16.787)	Prec@5 43.750 (42.540)
TRAINING - Epoch: [9][50/196]	Time 0.477 (0.486)	Data 0.000 (0.011)	Loss 3.6523 (3.5967)	Prec@1 15.625 (16.973)	Prec@5 41.406 (42.754)
TRAINING - Epoch: [9][60/196]	Time 0.473 (0.484)	Data 0.000 (0.010)	Loss 3.5547 (3.5951)	Prec@1 16.016 (16.874)	Prec@5 44.531 (42.873)
TRAINING - Epoch: [9][70/196]	Time 0.474 (0.483)	Data 0.000 (0.008)	Loss 3.6339 (3.5960)	Prec@1 16.016 (16.973)	Prec@5 40.625 (42.809)
TRAINING - Epoch: [9][80/196]	Time 0.485 (0.482)	Data 0.000 (0.007)	Loss 3.5685 (3.5976)	Prec@1 16.016 (17.062)	Prec@5 42.188 (42.819)
TRAINING - Epoch: [9][90/196]	Time 0.472 (0.482)	Data 0.000 (0.006)	Loss 3.5313 (3.5915)	Prec@1 17.578 (17.192)	Prec@5 43.750 (42.995)
TRAINING - Epoch: [9][100/196]	Time 0.483 (0.482)	Data 0.000 (0.006)	Loss 3.5617 (3.5870)	Prec@1 16.406 (17.304)	Prec@5 42.578 (43.096)
TRAINING - Epoch: [9][110/196]	Time 0.479 (0.481)	Data 0.000 (0.005)	Loss 3.5836 (3.5845)	Prec@1 18.359 (17.413)	Prec@5 41.797 (43.117)
TRAINING - Epoch: [9][120/196]	Time 0.474 (0.481)	Data 0.000 (0.005)	Loss 3.5241 (3.5809)	Prec@1 18.750 (17.485)	Prec@5 43.359 (43.091)
TRAINING - Epoch: [9][130/196]	Time 0.480 (0.481)	Data 0.000 (0.005)	Loss 3.6775 (3.5819)	Prec@1 17.578 (17.507)	Prec@5 39.062 (43.085)
TRAINING - Epoch: [9][140/196]	Time 0.468 (0.481)	Data 0.000 (0.004)	Loss 3.6601 (3.5798)	Prec@1 15.625 (17.517)	Prec@5 38.281 (43.193)
TRAINING - Epoch: [9][150/196]	Time 0.474 (0.481)	Data 0.000 (0.004)	Loss 3.5543 (3.5820)	Prec@1 15.625 (17.488)	Prec@5 41.406 (43.083)
TRAINING - Epoch: [9][160/196]	Time 0.474 (0.481)	Data 0.000 (0.004)	Loss 3.5397 (3.5784)	Prec@1 18.359 (17.605)	Prec@5 46.875 (43.151)
TRAINING - Epoch: [9][170/196]	Time 0.479 (0.481)	Data 0.000 (0.004)	Loss 3.4425 (3.5767)	Prec@1 20.312 (17.704)	Prec@5 48.828 (43.286)
TRAINING - Epoch: [9][180/196]	Time 0.478 (0.480)	Data 0.000 (0.003)	Loss 3.5936 (3.5748)	Prec@1 17.969 (17.734)	Prec@5 41.406 (43.349)
TRAINING - Epoch: [9][190/196]	Time 0.479 (0.480)	Data 0.000 (0.003)	Loss 3.4572 (3.5747)	Prec@1 19.141 (17.682)	Prec@5 44.922 (43.259)
EVALUATING - Epoch: [9][0/40]	Time 0.645 (0.645)	Data 0.468 (0.468)	Loss 3.5485 (3.5485)	Prec@1 15.234 (15.234)	Prec@5 43.359 (43.359)
EVALUATING - Epoch: [9][10/40]	Time 0.158 (0.218)	Data 0.000 (0.053)	Loss 3.5959 (3.5310)	Prec@1 13.672 (17.543)	Prec@5 41.016 (43.501)
EVALUATING - Epoch: [9][20/40]	Time 0.159 (0.190)	Data 0.000 (0.028)	Loss 3.5699 (3.5348)	Prec@1 17.578 (18.155)	Prec@5 44.922 (43.917)
EVALUATING - Epoch: [9][30/40]	Time 0.160 (0.181)	Data 0.000 (0.019)	Loss 3.6675 (3.5388)	Prec@1 16.406 (18.070)	Prec@5 40.625 (43.737)

 Epoch: 10	Training Loss 3.5756 	Training Prec@1 17.664 	Training Prec@5 43.250 	Validation Loss 3.5413 	Validation Prec@1 18.160 	Validation Prec@5 43.780 

TRAINING - Epoch: [10][0/196]	Time 1.130 (1.130)	Data 0.730 (0.730)	Loss 3.6403 (3.6403)	Prec@1 15.234 (15.234)	Prec@5 42.578 (42.578)
TRAINING - Epoch: [10][10/196]	Time 0.484 (0.525)	Data 0.000 (0.067)	Loss 3.5157 (3.6557)	Prec@1 19.922 (14.950)	Prec@5 45.312 (40.732)
TRAINING - Epoch: [10][20/196]	Time 0.484 (0.504)	Data 0.000 (0.035)	Loss 3.5374 (3.6081)	Prec@1 17.969 (16.332)	Prec@5 44.922 (42.001)
TRAINING - Epoch: [10][30/196]	Time 0.479 (0.496)	Data 0.000 (0.024)	Loss 3.4775 (3.5971)	Prec@1 19.531 (16.570)	Prec@5 48.828 (42.515)
TRAINING - Epoch: [10][40/196]	Time 0.476 (0.492)	Data 0.000 (0.018)	Loss 3.6500 (3.5822)	Prec@1 17.578 (16.959)	Prec@5 41.797 (42.978)
TRAINING - Epoch: [10][50/196]	Time 0.481 (0.489)	Data 0.000 (0.015)	Loss 3.6038 (3.5754)	Prec@1 12.109 (17.287)	Prec@5 44.922 (43.153)
TRAINING - Epoch: [10][60/196]	Time 0.482 (0.488)	Data 0.000 (0.012)	Loss 3.5464 (3.5723)	Prec@1 15.625 (17.296)	Prec@5 45.312 (43.174)
TRAINING - Epoch: [10][70/196]	Time 0.487 (0.487)	Data 0.000 (0.010)	Loss 3.4062 (3.5645)	Prec@1 20.703 (17.545)	Prec@5 47.656 (43.365)
TRAINING - Epoch: [10][80/196]	Time 0.481 (0.486)	Data 0.000 (0.009)	Loss 3.4536 (3.5617)	Prec@1 21.094 (17.511)	Prec@5 44.922 (43.437)
TRAINING - Epoch: [10][90/196]	Time 0.479 (0.485)	Data 0.000 (0.008)	Loss 3.5711 (3.5522)	Prec@1 19.141 (17.763)	Prec@5 42.188 (43.797)
TRAINING - Epoch: [10][100/196]	Time 0.480 (0.485)	Data 0.000 (0.007)	Loss 3.6284 (3.5515)	Prec@1 14.062 (17.694)	Prec@5 42.969 (43.677)
TRAINING - Epoch: [10][110/196]	Time 0.476 (0.484)	Data 0.000 (0.007)	Loss 3.5296 (3.5482)	Prec@1 21.094 (17.800)	Prec@5 42.188 (43.778)
TRAINING - Epoch: [10][120/196]	Time 0.479 (0.484)	Data 0.000 (0.006)	Loss 3.6151 (3.5485)	Prec@1 16.797 (17.782)	Prec@5 42.578 (43.692)
TRAINING - Epoch: [10][130/196]	Time 0.483 (0.483)	Data 0.000 (0.006)	Loss 3.4553 (3.5488)	Prec@1 20.703 (17.793)	Prec@5 46.875 (43.741)
TRAINING - Epoch: [10][140/196]	Time 0.480 (0.483)	Data 0.000 (0.005)	Loss 3.6047 (3.5467)	Prec@1 18.359 (17.866)	Prec@5 44.141 (43.877)
TRAINING - Epoch: [10][150/196]	Time 0.477 (0.483)	Data 0.000 (0.005)	Loss 3.3687 (3.5443)	Prec@1 25.391 (17.964)	Prec@5 49.219 (44.024)
TRAINING - Epoch: [10][160/196]	Time 0.479 (0.483)	Data 0.000 (0.005)	Loss 3.5103 (3.5440)	Prec@1 18.359 (17.969)	Prec@5 46.875 (44.048)
TRAINING - Epoch: [10][170/196]	Time 0.478 (0.482)	Data 0.000 (0.004)	Loss 3.5386 (3.5420)	Prec@1 15.625 (18.033)	Prec@5 44.141 (44.102)
TRAINING - Epoch: [10][180/196]	Time 0.475 (0.482)	Data 0.000 (0.004)	Loss 3.5537 (3.5402)	Prec@1 17.188 (18.081)	Prec@5 46.875 (44.192)
TRAINING - Epoch: [10][190/196]	Time 0.482 (0.482)	Data 0.000 (0.004)	Loss 3.4167 (3.5389)	Prec@1 21.094 (18.104)	Prec@5 41.797 (44.186)
EVALUATING - Epoch: [10][0/40]	Time 0.730 (0.730)	Data 0.543 (0.543)	Loss 3.4466 (3.4466)	Prec@1 17.969 (17.969)	Prec@5 42.188 (42.188)
EVALUATING - Epoch: [10][10/40]	Time 0.161 (0.220)	Data 0.000 (0.050)	Loss 3.5527 (3.4858)	Prec@1 18.359 (18.999)	Prec@5 45.312 (45.703)
EVALUATING - Epoch: [10][20/40]	Time 0.158 (0.191)	Data 0.000 (0.026)	Loss 3.5029 (3.4909)	Prec@1 14.844 (18.769)	Prec@5 47.266 (45.629)
EVALUATING - Epoch: [10][30/40]	Time 0.160 (0.181)	Data 0.000 (0.018)	Loss 3.6750 (3.4968)	Prec@1 16.797 (18.574)	Prec@5 40.234 (45.035)

 Epoch: 11	Training Loss 3.5387 	Training Prec@1 18.092 	Training Prec@5 44.188 	Validation Loss 3.4968 	Validation Prec@1 18.560 	Validation Prec@5 45.090 

TRAINING - Epoch: [11][0/196]	Time 0.961 (0.961)	Data 0.585 (0.585)	Loss 3.5385 (3.5385)	Prec@1 14.062 (14.062)	Prec@5 44.922 (44.922)
TRAINING - Epoch: [11][10/196]	Time 0.477 (0.513)	Data 0.000 (0.055)	Loss 3.4106 (3.5238)	Prec@1 20.703 (18.040)	Prec@5 45.703 (45.170)
TRAINING - Epoch: [11][20/196]	Time 0.483 (0.497)	Data 0.000 (0.029)	Loss 3.5291 (3.5314)	Prec@1 13.281 (17.857)	Prec@5 42.578 (45.126)
TRAINING - Epoch: [11][30/196]	Time 0.482 (0.491)	Data 0.000 (0.019)	Loss 3.5303 (3.5205)	Prec@1 18.359 (17.918)	Prec@5 42.578 (45.048)
TRAINING - Epoch: [11][40/196]	Time 0.478 (0.489)	Data 0.000 (0.015)	Loss 3.5745 (3.5108)	Prec@1 16.406 (18.512)	Prec@5 43.750 (45.341)
TRAINING - Epoch: [11][50/196]	Time 0.472 (0.487)	Data 0.000 (0.012)	Loss 3.4220 (3.5183)	Prec@1 18.359 (18.474)	Prec@5 47.656 (45.121)
TRAINING - Epoch: [11][60/196]	Time 0.480 (0.485)	Data 0.000 (0.010)	Loss 3.4135 (3.5185)	Prec@1 16.797 (18.494)	Prec@5 46.875 (44.960)
TRAINING - Epoch: [11][70/196]	Time 0.482 (0.485)	Data 0.000 (0.009)	Loss 3.6126 (3.5230)	Prec@1 15.234 (18.387)	Prec@5 39.453 (44.850)
TRAINING - Epoch: [11][80/196]	Time 0.473 (0.484)	Data 0.000 (0.008)	Loss 3.5245 (3.5179)	Prec@1 14.844 (18.485)	Prec@5 44.531 (45.009)
TRAINING - Epoch: [11][90/196]	Time 0.480 (0.483)	Data 0.000 (0.007)	Loss 3.3984 (3.5207)	Prec@1 19.922 (18.411)	Prec@5 48.438 (44.857)
TRAINING - Epoch: [11][100/196]	Time 0.483 (0.483)	Data 0.000 (0.006)	Loss 3.3330 (3.5190)	Prec@1 23.828 (18.332)	Prec@5 50.391 (44.906)
TRAINING - Epoch: [11][110/196]	Time 0.477 (0.483)	Data 0.000 (0.006)	Loss 3.4141 (3.5145)	Prec@1 19.141 (18.430)	Prec@5 44.531 (44.908)
TRAINING - Epoch: [11][120/196]	Time 0.474 (0.482)	Data 0.000 (0.005)	Loss 3.4464 (3.5122)	Prec@1 19.922 (18.472)	Prec@5 46.875 (44.993)
TRAINING - Epoch: [11][130/196]	Time 0.478 (0.482)	Data 0.000 (0.005)	Loss 3.4606 (3.5114)	Prec@1 19.531 (18.514)	Prec@5 46.094 (44.999)
